"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E3","15","c","A2","B1","target","화자는 디자인 회사 직원이다. 지금 동갑 친구에게 자기 대학 과 후배 이야기를 하고 있다. 후배는 화자보다 세 살 어린 졸업반 학생이다.","후배가 지난달부터 학교 앞 빵집에서 아르바이트를 시작하셨더라고.","시작하셨더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","이야기 속 인물(후배)","4","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '회사 후배(같은 회사 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(실장) / 주어 유형: 후배(직장 밖) / 서술어: 시작하다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","15","d","A2","B2","target","화자는 디자인 회사 직원이다. 지금 동갑 친구에게 자기 대학 과 후배 이야기를 하고 있다. 후배는 화자보다 세 살 어린 졸업반 학생이다.","후배가 지난달부터 학교 앞 빵집에서 아르바이트를 시작했더라고.","시작했더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","아무도 없다","1","적격(주어에 -시- 없음, 동갑 청자에게 해체)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '회사 후배(같은 회사 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(실장) / 주어 유형: 후배(직장 밖) / 서술어: 시작하다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","16","a","A1","B1","target","화자는 은행 지점의 대리다. 지금 지점장에게 자기 고향 후배 이야기를 하고 있다. 후배는 스물다섯 살 취업 준비생이다.","후배가 이번 달에 처음으로 혼자 제주도 여행을 다녀오셨어요.","다녀오셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","둘 다","1","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '막내 직원(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(지점장) / 주어 유형: 후배(직장 밖) / 서술어: 다녀오다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","16","b","A1","B2","target","화자는 은행 지점의 대리다. 지금 지점장에게 자기 고향 후배 이야기를 하고 있다. 후배는 스물다섯 살 취업 준비생이다.","후배가 이번 달에 처음으로 혼자 제주도 여행을 다녀왔어요.","다녀왔어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","듣는 사람","2","적격(주어에 -시- 없음, 해요체로 청자 높임)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '막내 직원(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(지점장) / 주어 유형: 후배(직장 밖) / 서술어: 다녀오다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","16","c","A2","B1","target","화자는 은행 지점의 대리다. 지금 동갑 친구에게 자기 고향 후배 이야기를 하고 있다. 후배는 스물다섯 살 취업 준비생이다.","후배가 이번 달에 처음으로 혼자 제주도 여행을 다녀오셨어.","다녀오셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","이야기 속 인물(후배)","3","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '막내 직원(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(지점장) / 주어 유형: 후배(직장 밖) / 서술어: 다녀오다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","16","d","A2","B2","target","화자는 은행 지점의 대리다. 지금 동갑 친구에게 자기 고향 후배 이야기를 하고 있다. 후배는 스물다섯 살 취업 준비생이다.","후배가 이번 달에 처음으로 혼자 제주도 여행을 다녀왔어.","다녀왔어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","아무도 없다","4","적격(주어에 -시- 없음, 동갑 청자에게 해체)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '막내 직원(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(지점장) / 주어 유형: 후배(직장 밖) / 서술어: 다녀오다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","17","a","A1","B1","target","화자는 스물다섯 살 대학생이다. 지금 할머니에게 자기 동생 이야기를 하고 있다. 동생은 중학교 2학년이다.","동생이 이번 학기에 반장 선거에 나가서 뽑히셨어요.","뽑히셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","둘 다","4","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(할머니) / 주어 유형: 동생 / 서술어: 뽑히다 / 근거: 주어(동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '할머니께' → '할머니에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","17","b","A1","B2","target","화자는 스물다섯 살 대학생이다. 지금 할머니에게 자기 동생 이야기를 하고 있다. 동생은 중학교 2학년이다.","동생이 이번 학기에 반장 선거에 나가서 뽑혔어요.","뽑혔어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","1","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(할머니) / 주어 유형: 동생 / 서술어: 뽑히다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '할머니께' → '할머니에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","17","c","A2","B1","target","화자는 스물다섯 살 대학생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 중학교 2학년이다.","동생이 이번 학기에 반장 선거에 나가서 뽑히셨어.","뽑히셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","2","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(할머니) / 주어 유형: 동생 / 서술어: 뽑히다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","17","d","A2","B2","target","화자는 스물다섯 살 대학생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 중학교 2학년이다.","동생이 이번 학기에 반장 선거에 나가서 뽑혔어.","뽑혔어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","3","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(할머니) / 주어 유형: 동생 / 서술어: 뽑히다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","18","a","A1","B1","target","화자는 스물여덟 살 회사원이다. 지금 외할아버지에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 네 살 어린 대학생이다.","동생이 지난달에 학교 앞으로 원룸을 구해서 이사하셨어요.","이사하셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","둘 다","3","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외할아버지) / 주어 유형: 동생 / 서술어: 이사하다 / 근거: 주어(동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '외할아버지께' → '외할아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","18","b","A1","B2","target","화자는 스물여덟 살 회사원이다. 지금 외할아버지에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 네 살 어린 대학생이다.","동생이 지난달에 학교 앞으로 원룸을 구해서 이사했어요.","이사했어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","4","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(외할아버지) / 주어 유형: 동생 / 서술어: 이사하다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '외할아버지께' → '외할아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","18","c","A2","B1","target","화자는 스물여덟 살 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 네 살 어린 대학생이다.","동생이 지난달에 학교 앞으로 원룸을 구해서 이사하셨어.","이사하셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","1","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외할아버지) / 주어 유형: 동생 / 서술어: 이사하다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","18","d","A2","B2","target","화자는 스물여덟 살 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 네 살 어린 대학생이다.","동생이 지난달에 학교 앞으로 원룸을 구해서 이사했어.","이사했어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","2","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(외할아버지) / 주어 유형: 동생 / 서술어: 이사하다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","19","a","A1","B1","target","화자는 스물네 살 대학원생이다. 지금 고모에게 자기 동생 이야기를 하고 있다. 동생은 고등학교 1학년이다.","동생이 이번 학교 연극에서 주인공 역할을 맡으셨어요.","맡으셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","둘 다","2","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(고모) / 주어 유형: 동생 / 서술어: 맡다 / 근거: 주어(동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '고모께' → '고모에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","19","b","A1","B2","target","화자는 스물네 살 대학원생이다. 지금 고모에게 자기 동생 이야기를 하고 있다. 동생은 고등학교 1학년이다.","동생이 이번 학교 연극에서 주인공 역할을 맡았어요.","맡았어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","3","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(고모) / 주어 유형: 동생 / 서술어: 맡다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '고모께' → '고모에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","19","c","A2","B1","target","화자는 스물네 살 대학원생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 고등학교 1학년이다.","동생이 이번 학교 연극에서 주인공 역할을 맡으셨어.","맡으셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","4","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(고모) / 주어 유형: 동생 / 서술어: 맡다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","19","d","A2","B2","target","화자는 스물네 살 대학원생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 고등학교 1학년이다.","동생이 이번 학교 연극에서 주인공 역할을 맡았어.","맡았어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","1","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(고모) / 주어 유형: 동생 / 서술어: 맡다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","20","a","A1","B1","target","화자는 서른 살 회사원이다. 지금 할아버지에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 작은아버지의 아들로 스무 살이다.","사촌 동생이 이번 봄에 대학 축구 동아리에 들어가셨더라고요.","들어가셨더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","둘 다","1","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(할아버지) / 주어 유형: 사촌 동생 / 서술어: 들어가다 / 근거: 주어(사촌 동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '할아버지께' → '할아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","20","b","A1","B2","target","화자는 서른 살 회사원이다. 지금 할아버지에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 작은아버지의 아들로 스무 살이다.","사촌 동생이 이번 봄에 대학 축구 동아리에 들어갔더라고요.","들어갔더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","듣는 사람","2","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(할아버지) / 주어 유형: 사촌 동생 / 서술어: 들어가다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '할아버지께' → '할아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","20","c","A2","B1","target","화자는 서른 살 회사원이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 작은아버지의 아들로 스무 살이다.","사촌 동생이 이번 봄에 대학 축구 동아리에 들어가셨더라고.","들어가셨더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","이야기 속 인물(사촌 동생)","3","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(할아버지) / 주어 유형: 사촌 동생 / 서술어: 들어가다 / 근거: 주어(사촌 동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","20","d","A2","B2","target","화자는 서른 살 회사원이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 작은아버지의 아들로 스무 살이다.","사촌 동생이 이번 봄에 대학 축구 동아리에 들어갔더라고.","들어갔더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","아무도 없다","4","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(할아버지) / 주어 유형: 사촌 동생 / 서술어: 들어가다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","21","a","A1","B1","target","화자는 서른다섯 살 회사원이다. 지금 외할머니에게 자기 조카 이야기를 하고 있다. 조카는 언니의 딸로 일곱 살이다.","조카가 지난 주말에 동네 어린이 합창 대회에서 노래를 부르셨어요.","부르셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","둘 다","4","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외할머니) / 주어 유형: 조카 / 서술어: 부르다 / 근거: 주어(조카)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '외할머니께' → '외할머니에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 일곱 살 조카의 합창 대회 — c에서 장난스러운 격상 여지 약함"
"E3","21","b","A1","B2","target","화자는 서른다섯 살 회사원이다. 지금 외할머니에게 자기 조카 이야기를 하고 있다. 조카는 언니의 딸로 일곱 살이다.","조카가 지난 주말에 동네 어린이 합창 대회에서 노래를 불렀어요.","불렀어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","듣는 사람","1","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(외할머니) / 주어 유형: 조카 / 서술어: 부르다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '외할머니께' → '외할머니에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 일곱 살 조카의 합창 대회 — c에서 장난스러운 격상 여지 약함"
"E3","21","c","A2","B1","target","화자는 서른다섯 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 언니의 딸로 일곱 살이다.","조카가 지난 주말에 동네 어린이 합창 대회에서 노래를 부르셨어.","부르셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","이야기 속 인물(조카)","2","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외할머니) / 주어 유형: 조카 / 서술어: 부르다 / 근거: 주어(조카)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 일곱 살 조카의 합창 대회 — c에서 장난스러운 격상 여지 약함"
"E3","21","d","A2","B2","target","화자는 서른다섯 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 언니의 딸로 일곱 살이다.","조카가 지난 주말에 동네 어린이 합창 대회에서 노래를 불렀어.","불렀어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","아무도 없다","3","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(외할머니) / 주어 유형: 조카 / 서술어: 부르다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 일곱 살 조카의 합창 대회 — c에서 장난스러운 격상 여지 약함"
"E3","22","a","A1","B1","target","화자는 서른세 살 회사원이다. 지금 큰아버지에게 자기 조카 이야기를 하고 있다. 조카는 형의 아들로 다섯 살이다.","조카가 벌써 공룡 이름을 백 개 넘게 외우셨더라고요.","외우셨더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","둘 다","3","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(큰아버지) / 주어 유형: 조카 / 서술어: 외우다 / 근거: 주어(조카)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '큰아버지께' → '큰아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 다섯 살 조카가 공룡 이름을 '백 개 넘게' 외운 일은 '공룡 박사님'식 장난스러운 격상으로 읽히기 쉬움. 농담 높임은 윗사람 청자(a)보다 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있고, 그러면 상호작용 대비가 설계와 무관하게 움직임 — c 수용성 확인"
"E3","22","b","A1","B2","target","화자는 서른세 살 회사원이다. 지금 큰아버지에게 자기 조카 이야기를 하고 있다. 조카는 형의 아들로 다섯 살이다.","조카가 벌써 공룡 이름을 백 개 넘게 외웠더라고요.","외웠더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","듣는 사람","4","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(큰아버지) / 주어 유형: 조카 / 서술어: 외우다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '큰아버지께' → '큰아버지에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 다섯 살 조카가 공룡 이름을 '백 개 넘게' 외운 일은 '공룡 박사님'식 장난스러운 격상으로 읽히기 쉬움. 농담 높임은 윗사람 청자(a)보다 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있고, 그러면 상호작용 대비가 설계와 무관하게 움직임 — c 수용성 확인"
