"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E1","18","b","A1","B2","target","화자는 스물세 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 작은아버지(쉰 살, 공무원)이다.","어제 구민 체육관에서 열린 동네 탁구 대회에서 우승했어.","우승했어","이야기 속 인물은 화자에게 어떤 사람입니까?","작은아버지|윗집 중학생|외삼촌|친구","작은아버지","4","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 부모·친척 어른(작은아버지) / A2 유형 어린 이웃(윗집 중학생); 서술어 우승하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(윗집 중학생 + '대회에서 우승하셨어')는 우승을 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","18","c","A2","B1","target","화자는 스물세 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 윗집 중학생(열네 살, 중학교 1학년)이다.","어제 구민 체육관에서 열린 동네 탁구 대회에서 우승하셨어.","우승하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","윗집 중학생|작은아버지|아랫집 초등학생|친구","윗집 중학생","1","부적격: 비높임 대상 주어에 -시-","A1 유형 부모·친척 어른(작은아버지) / A2 유형 어린 이웃(윗집 중학생); 서술어 우승하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(윗집 중학생 + '대회에서 우승하셨어')는 우승을 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","18","d","A2","B2","target","화자는 스물세 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 윗집 중학생(열네 살, 중학교 1학년)이다.","어제 구민 체육관에서 열린 동네 탁구 대회에서 우승했어.","우승했어","이야기 속 인물은 화자에게 어떤 사람입니까?","윗집 중학생|작은아버지|아랫집 초등학생|친구","윗집 중학생","2","적격: 비높임 대상 주어에 -시- 없음","A1 유형 부모·친척 어른(작은아버지) / A2 유형 어린 이웃(윗집 중학생); 서술어 우승하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(윗집 중학생 + '대회에서 우승하셨어')는 우승을 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","19","a","A1","B1","target","화자는 대학교 2학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 교양 수업 교수(쉰세 살, 화자가 이번 학기에 듣는 수업을 맡고 있다)이다.","지난 방학에 혼자서 남미 여러 나라를 한 달 동안 여행하셨어.","여행하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","교양 수업 교수|동아리 후배|고등학교 은사|친구","교양 수업 교수","2","적격: 높임 대상 주어에 -시-","A1 유형 은사·교수(교양 수업 교수) / A2 유형 후배(동아리 후배); 서술어 여행하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","19","b","A1","B2","target","화자는 대학교 2학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 교양 수업 교수(쉰세 살, 화자가 이번 학기에 듣는 수업을 맡고 있다)이다.","지난 방학에 혼자서 남미 여러 나라를 한 달 동안 여행했어.","여행했어","이야기 속 인물은 화자에게 어떤 사람입니까?","교양 수업 교수|동아리 후배|고등학교 은사|친구","교양 수업 교수","3","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 은사·교수(교양 수업 교수) / A2 유형 후배(동아리 후배); 서술어 여행하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","19","c","A2","B1","target","화자는 대학교 2학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 동아리 후배(스무 살, 대학교 1학년)이다.","지난 방학에 혼자서 남미 여러 나라를 한 달 동안 여행하셨어.","여행하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","동아리 후배|교양 수업 교수|과 후배|친구","동아리 후배","4","부적격: 비높임 대상 주어에 -시-","A1 유형 은사·교수(교양 수업 교수) / A2 유형 후배(동아리 후배); 서술어 여행하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","19","d","A2","B2","target","화자는 대학교 2학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 동아리 후배(스무 살, 대학교 1학년)이다.","지난 방학에 혼자서 남미 여러 나라를 한 달 동안 여행했어.","여행했어","이야기 속 인물은 화자에게 어떤 사람입니까?","동아리 후배|교양 수업 교수|과 후배|친구","동아리 후배","1","적격: 비높임 대상 주어에 -시- 없음","A1 유형 은사·교수(교양 수업 교수) / A2 유형 후배(동아리 후배); 서술어 여행하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","20","a","A1","B1","target","화자는 스물일곱 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 과장(마흔 살, 화자의 직속 상사)이다.","요즘 저녁마다 동네 공원 산책로를 한 시간씩 걸으셔.","걸으셔","이야기 속 인물은 화자에게 어떤 사람입니까?","과장|외사촌 동생|부장|친구","과장","1","적격: 높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(과장) / A2 유형 조카·사촌 동생(외사촌 동생); 서술어 걷다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","20","b","A1","B2","target","화자는 스물일곱 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 과장(마흔 살, 화자의 직속 상사)이다.","요즘 저녁마다 동네 공원 산책로를 한 시간씩 걸어.","걸어","이야기 속 인물은 화자에게 어떤 사람입니까?","과장|외사촌 동생|부장|친구","과장","2","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(과장) / A2 유형 조카·사촌 동생(외사촌 동생); 서술어 걷다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","20","c","A2","B1","target","화자는 스물일곱 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외사촌 동생(열여섯 살, 고등학교 1학년)이다.","요즘 저녁마다 동네 공원 산책로를 한 시간씩 걸으셔.","걸으셔","이야기 속 인물은 화자에게 어떤 사람입니까?","외사촌 동생|과장|조카|친구","외사촌 동생","3","부적격: 비높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(과장) / A2 유형 조카·사촌 동생(외사촌 동생); 서술어 걷다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","20","d","A2","B2","target","화자는 스물일곱 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외사촌 동생(열여섯 살, 고등학교 1학년)이다.","요즘 저녁마다 동네 공원 산책로를 한 시간씩 걸어.","걸어","이야기 속 인물은 화자에게 어떤 사람입니까?","외사촌 동생|과장|조카|친구","외사촌 동생","4","적격: 비높임 대상 주어에 -시- 없음","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(과장) / A2 유형 조카·사촌 동생(외사촌 동생); 서술어 걷다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","21","a","A1","B1","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 고모(쉰두 살, 작은 식당을 운영한다)이다.","요즘 일요일마다 동네 공방에서 가죽 공예 수업을 들으셔.","들으셔","이야기 속 인물은 화자에게 어떤 사람입니까?","고모|회사 후배|이모|친구","고모","4","적격: 높임 대상 주어에 -시-","A1 유형 부모·친척 어른(고모) / A2 유형 후배(회사 후배); 서술어 듣다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","21","b","A1","B2","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 고모(쉰두 살, 작은 식당을 운영한다)이다.","요즘 일요일마다 동네 공방에서 가죽 공예 수업을 들어.","들어","이야기 속 인물은 화자에게 어떤 사람입니까?","고모|회사 후배|이모|친구","고모","1","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 부모·친척 어른(고모) / A2 유형 후배(회사 후배); 서술어 듣다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","21","c","A2","B1","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 회사 후배(스물네 살, 입사 1년 차)이다.","요즘 일요일마다 동네 공방에서 가죽 공예 수업을 들으셔.","들으셔","이야기 속 인물은 화자에게 어떤 사람입니까?","회사 후배|고모|고등학교 후배|친구","회사 후배","2","부적격: 비높임 대상 주어에 -시-","A1 유형 부모·친척 어른(고모) / A2 유형 후배(회사 후배); 서술어 듣다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","21","d","A2","B2","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 회사 후배(스물네 살, 입사 1년 차)이다.","요즘 일요일마다 동네 공방에서 가죽 공예 수업을 들어.","들어","이야기 속 인물은 화자에게 어떤 사람입니까?","회사 후배|고모|고등학교 후배|친구","회사 후배","3","적격: 비높임 대상 주어에 -시- 없음","A1 유형 부모·친척 어른(고모) / A2 유형 후배(회사 후배); 서술어 듣다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","22","a","A1","B1","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 초등학교 은사(쉰여덟 살, 지금도 초등학교 교사로 일한다)이다.","지난 겨울 방학에 가까운 스키장에서 난생처음 스키에 도전하셨어.","도전하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","초등학교 은사|조카|중학교 은사|친구","초등학교 은사","3","적격: 높임 대상 주어에 -시-","A1 유형 은사·교수(초등학교 은사) / A2 유형 조카·사촌 동생(조카); 서술어 도전하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 검수표시: c(여덟 살 조카가 난생처음 스키에 도전)는 장난스러운 격상으로 읽힐 여지가 약하게 있음"
"E1","22","b","A1","B2","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 초등학교 은사(쉰여덟 살, 지금도 초등학교 교사로 일한다)이다.","지난 겨울 방학에 가까운 스키장에서 난생처음 스키에 도전했어.","도전했어","이야기 속 인물은 화자에게 어떤 사람입니까?","초등학교 은사|조카|중학교 은사|친구","초등학교 은사","4","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 은사·교수(초등학교 은사) / A2 유형 조카·사촌 동생(조카); 서술어 도전하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 검수표시: c(여덟 살 조카가 난생처음 스키에 도전)는 장난스러운 격상으로 읽힐 여지가 약하게 있음"
"E1","22","c","A2","B1","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 조카(여덟 살, 초등학교 1학년)이다.","지난 겨울 방학에 가까운 스키장에서 난생처음 스키에 도전하셨어.","도전하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","조카|초등학교 은사|사촌 동생|친구","조카","1","부적격: 비높임 대상 주어에 -시-","A1 유형 은사·교수(초등학교 은사) / A2 유형 조카·사촌 동생(조카); 서술어 도전하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 검수표시: c(여덟 살 조카가 난생처음 스키에 도전)는 장난스러운 격상으로 읽힐 여지가 약하게 있음"
"E1","22","d","A2","B2","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 조카(여덟 살, 초등학교 1학년)이다.","지난 겨울 방학에 가까운 스키장에서 난생처음 스키에 도전했어.","도전했어","이야기 속 인물은 화자에게 어떤 사람입니까?","조카|초등학교 은사|사촌 동생|친구","조카","2","적격: 비높임 대상 주어에 -시- 없음","A1 유형 은사·교수(초등학교 은사) / A2 유형 조카·사촌 동생(조카); 서술어 도전하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 검수표시: c(여덟 살 조카가 난생처음 스키에 도전)는 장난스러운 격상으로 읽힐 여지가 약하게 있음"
"E1","23","a","A1","B1","target","화자는 스물여덟 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 부장(쉰두 살, 화자가 속한 부서의 책임자)이다.","어제 중고 거래 앱으로 캠핑 의자를 반값에 사셨어.","사셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","부장|남동생|과장|친구","부장","2","적격: 높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(부장) / A2 유형 동생(남동생); 서술어 사다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","23","b","A1","B2","target","화자는 스물여덟 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 부장(쉰두 살, 화자가 속한 부서의 책임자)이다.","어제 중고 거래 앱으로 캠핑 의자를 반값에 샀어.","샀어","이야기 속 인물은 화자에게 어떤 사람입니까?","부장|남동생|과장|친구","부장","3","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(부장) / A2 유형 동생(남동생); 서술어 사다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","23","c","A2","B1","target","화자는 스물여덟 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물세 살, 대학교 4학년)이다.","어제 중고 거래 앱으로 캠핑 의자를 반값에 사셨어.","사셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|부장|여동생|친구","남동생","4","부적격: 비높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(부장) / A2 유형 동생(남동생); 서술어 사다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","23","d","A2","B2","target","화자는 스물여덟 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물세 살, 대학교 4학년)이다.","어제 중고 거래 앱으로 캠핑 의자를 반값에 샀어.","샀어","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|부장|여동생|친구","남동생","1","적격: 비높임 대상 주어에 -시- 없음","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(부장) / A2 유형 동생(남동생); 서술어 사다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","24","a","A1","B1","target","화자는 스물네 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 할머니(일흔다섯 살, 화자의 가족과 함께 산다)이다.","이번 여름에 동네 도서관에서 여는 그림 교실에 등록하셨어.","등록하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","할머니|옆집 아이|할아버지|친구","할머니","1","적격: 높임 대상 주어에 -시-","A1 유형 조부모(할머니) / A2 유형 어린 이웃(옆집 아이); 서술어 등록하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","24","b","A1","B2","target","화자는 스물네 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 할머니(일흔다섯 살, 화자의 가족과 함께 산다)이다.","이번 여름에 동네 도서관에서 여는 그림 교실에 등록했어.","등록했어","이야기 속 인물은 화자에게 어떤 사람입니까?","할머니|옆집 아이|할아버지|친구","할머니","2","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 조부모(할머니) / A2 유형 어린 이웃(옆집 아이); 서술어 등록하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","24","c","A2","B1","target","화자는 스물네 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 옆집 아이(아홉 살, 초등학교 2학년)이다.","이번 여름에 동네 도서관에서 여는 그림 교실에 등록하셨어.","등록하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","옆집 아이|할머니|아랫집 아이|친구","옆집 아이","3","부적격: 비높임 대상 주어에 -시-","A1 유형 조부모(할머니) / A2 유형 어린 이웃(옆집 아이); 서술어 등록하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","24","d","A2","B2","target","화자는 스물네 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 옆집 아이(아홉 살, 초등학교 2학년)이다.","이번 여름에 동네 도서관에서 여는 그림 교실에 등록했어.","등록했어","이야기 속 인물은 화자에게 어떤 사람입니까?","옆집 아이|할머니|아랫집 아이|친구","옆집 아이","4","적격: 비높임 대상 주어에 -시- 없음","A1 유형 조부모(할머니) / A2 유형 어린 이웃(옆집 아이); 서술어 등록하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
